Season,TeamName,AdjO,AdjD,AdjEM
2004,Army,77.9,108.4,-30.49
2004,Ark Pine Bluff,76.2,112.5,-36.33
2005,North Carolina,122.5,89.7,32.77
2005,Illinois,122.3,89.6,32.68
2005,Duke,115.7,88.3,27.41
2005,Louisville,118.8,93.0,25.78
2005,Michigan St,119.7,94.0,25.67
2005,Oklahoma St,121.2,96.2,25.02
2005,Villanova,114.7,89.7,25.02
2005,Wake Forest,124.3,99.5,24.86
2005,Kentucky,113.0,88.9,24.1
2005,Florida,116.4,92.5,23.93
2005,Kansas,115.6,92.5,23.08
2005,Oklahoma,114.4,91.8,22.55
2005,Arizona,116.7,94.5,22.22
2005,Washington,120.6,98.4,22.18
2005,Connecticut,112.1,90.2,21.94
2005,Syracuse,115.6,94.7,20.98
2005,Wisconsin,112.0,91.2,20.81
2005,Alabama,118.8,98.3,20.51
2005,Cincinnati,112.5,92.0,20.43
2005,Utah,113.1,92.7,20.33
2005,Utah St,116.0,96.4,19.62
2005,Georgia Tech,109.2,90.0,19.23
2005,NC State,115.0,96.1,18.93
2005,Pittsburgh,114.8,96.3,18.41
2005,Boston College,114.3,96.0,18.3
2005,Gonzaga,119.3,101.4,17.88
2005,Iowa,111.9,94.7,17.17
2005,Texas,114.1,97.1,17.01
2005,S Illinois,109.1,92.4,16.75
2005,Ohio St,109.7,93.9,15.82
2005,New Mexico,112.8,97.3,15.54
2005,Texas Tech,110.3,94.8,15.47
2005,Vanderbilt,111.0,95.7,15.31
2005,Mississippi St,109.3,94.0,15.25
2005,West Virginia,114.1,99.1,15.0
2005,WI Milwaukee,110.1,95.4,14.69
2005,Maryland,109.3,94.7,14.62
2005,G Washington,109.9,95.5,14.41
2005,Creighton,114.3,100.0,14.33
2005,Pacific,114.5,100.5,14.08
2005,Minnesota,104.0,89.9,14.06
2005,LSU,113.9,100.1,13.8
2005,Vermont,111.3,97.8,13.53
2005,Air Force,112.2,98.9,13.4
2005,Northern Iowa,112.2,98.9,13.36
2005,Texas A&M,112.3,98.9,13.34
2005,Wichita St,113.6,100.5,13.15
2005,Iowa St,103.1,90.1,13.02
2005,St Joseph's PA,106.9,93.9,13.01
2005,South Carolina,110.2,97.5,12.73
2005,UAB,109.2,96.7,12.51
2005,Georgetown,112.2,99.8,12.45
2005,Memphis,107.8,95.7,12.17
2005,Charlotte,111.6,99.5,12.15
2005,Nevada,104.0,91.8,12.11
2005,Arkansas,106.2,94.2,11.98
2005,Clemson,105.6,93.7,11.92
2005,UTEP,112.7,101.1,11.62
2005,Notre Dame,109.9,98.3,11.54
2005,Missouri St,108.2,96.8,11.42
2005,Providence,111.2,99.8,11.36
2005,DePaul,111.8,100.5,11.29
2005,W Michigan,111.6,100.4,11.14
2005,Miami OH,106.0,94.9,11.08
2005,Indiana,109.2,98.2,11.0
2005,Holy Cross,104.7,93.8,10.97
2005,Miami FL,111.4,100.5,10.83
2005,UCLA,107.8,97.1,10.74
2005,Stanford,106.6,95.9,10.63
2005,Arizona St,111.1,100.8,10.32
2005,Kansas St,109.9,99.8,10.14
2005,Akron,106.0,95.9,10.1
2005,Old Dominion,104.7,94.6,10.04
2005,ULL,107.1,97.2,9.91
2005,Oral Roberts,107.0,97.1,9.88
2005,Buffalo,107.4,97.5,9.87
2005,Penn,102.1,92.5,9.6
2005,St Mary's CA,106.8,97.4,9.41
2005,Washington St,96.0,86.9,9.14
2005,Nebraska,105.2,96.1,9.13
2005,Xavier,111.5,102.4,9.05
2005,Tennessee,110.0,101.1,8.89
2005,Kent,106.6,98.0,8.65
2005,Temple,109.4,100.9,8.53
2005,Ohio,109.8,101.5,8.29
2005,WKU,112.8,104.8,8.03
2005,Denver,107.9,99.9,7.98
2005,Toledo,107.4,99.5,7.85
2005,Virginia,107.1,99.7,7.47
2005,UNLV,107.3,100.2,7.04
2005,Rice,107.2,100.1,7.02
2005,Boston Univ,100.7,93.9,6.83
2005,Oregon,107.0,100.3,6.73
2005,Virginia Tech,104.9,98.2,6.7
2005,Bucknell,102.2,95.6,6.69
2005,Ball St,109.0,102.4,6.59
2005,TCU,103.2,96.6,6.59
2005,Marquette,109.6,103.0,6.57
2005,CS Northridge,103.3,96.7,6.56
2005,Houston,106.4,99.8,6.55
2005,Missouri,104.2,97.8,6.37
2005,Florida St,105.1,98.9,6.24
2005,Hofstra,107.3,101.1,6.18
2005,Drexel,106.3,100.7,5.63
2005,St John's,101.6,96.1,5.46
2005,Niagara,115.2,109.8,5.43
2005,Mississippi,102.8,97.8,4.99
2005,Winthrop,101.5,96.5,4.97
2005,Seton Hall,100.4,95.4,4.96
2005,Wyoming,105.2,100.4,4.83
2005,Dayton,102.2,97.5,4.72
2005,Murray St,108.6,103.9,4.69
2005,Colorado,107.4,102.7,4.67
2005,Davidson,107.8,103.2,4.61
2005,USC,107.7,103.2,4.57
2005,MTSU,104.8,100.2,4.53
2005,CS Fullerton,106.5,101.9,4.53
2005,San Diego,107.6,103.4,4.25
2005,Northeastern,105.8,101.6,4.15
2005,Illinois St,105.9,101.8,4.11
2005,Oregon St,107.0,102.9,4.1
2005,VA Commonwealth,105.6,101.5,4.04
2005,Purdue,105.9,101.9,3.97
2005,Northwestern,101.8,97.9,3.81
2005,San Francisco,101.6,97.8,3.81
2005,Bradley,102.4,98.6,3.73
2005,Hawaii,105.3,101.7,3.68
2005,Michigan,103.5,99.8,3.68
2005,Santa Clara,106.4,102.7,3.65
2005,SMU,104.8,101.2,3.61
2005,Detroit,103.1,99.5,3.59
2005,South Florida,103.2,99.9,3.33
2005,Bowling Green,107.6,104.4,3.23
2005,SE Louisiana,97.1,93.9,3.2
2005,Pepperdine,107.8,104.7,3.12
2005,IL Chicago,107.6,104.5,3.06
2005,N Illinois,108.3,105.5,2.84
2005,Drake,105.3,102.8,2.47
2005,IUPUI,109.6,107.3,2.33
2005,George Mason,108.4,106.3,2.12
2005,Rutgers,106.6,104.5,2.1
2005,Princeton,105.2,103.1,2.06
2005,E Kentucky,102.8,100.8,1.98
2005,California,102.0,100.2,1.76
2005,Butler,109.6,107.9,1.7
2005,Ark Little Rock,102.6,100.9,1.69
2005,Portland,104.9,103.3,1.54
2005,Colorado St,103.5,102.0,1.53
2005,Auburn,106.8,105.3,1.53
2005,Louisiana Tech,102.6,101.5,1.09
2005,Manhattan,103.9,103.3,0.64
2005,Evansville,107.4,106.8,0.55
2005,Loy Marymount,98.8,98.2,0.54
2005,San Diego St,105.9,105.4,0.53
2005,Tennessee Tech,101.3,100.8,0.43
2005,UNC Wilmington,100.0,99.6,0.39
2005,BYU,101.4,101.1,0.37
2005,Arkansas St,105.8,105.5,0.34
2005,Richmond,104.1,103.8,0.34
2005,Indiana St,97.4,97.1,0.24
2005,Albany NY,103.6,103.4,0.22
2005,SE Missouri St,103.7,103.4,0.21
2005,Col Charleston,101.1,101.0,0.12
2005,Rider,107.3,107.2,0.08
2005,Chattanooga,98.9,98.8,0.03
2005,St Louis,94.7,94.7,0.01
2005,Sam Houston St,97.4,97.5,-0.06
2005,Fresno St,101.5,101.6,-0.06
2005,TAM C. Christi,104.5,104.8,-0.22
2005,Loyola-Chicago,100.5,100.7,-0.22
2005,Northwestern LA,103.7,104.1,-0.36
2005,Wright St,104.6,105.1,-0.52
2005,Ga Southern,100.9,101.4,-0.55
2005,Lamar,102.5,103.2,-0.7
2005,Fairfield,102.3,103.0,-0.71
2005,WI Green Bay,104.3,105.2,-0.87
2005,Tulsa,99.5,100.6,-1.1
2005,Oakland,108.1,109.3,-1.2
2005,St Peter's,104.2,105.6,-1.32
2005,Massachusetts,99.0,100.6,-1.56
2005,Missouri KC,106.0,107.7,-1.68
2005,Appalachian St,102.0,103.8,-1.84
2005,Austin Peay,99.8,101.7,-1.93
2005,New Orleans,103.1,105.0,-1.94
2005,American Univ,101.8,103.7,-1.95
2005,Iona,100.5,102.5,-2.07
2005,UC Irvine,102.6,104.7,-2.13
2005,Fordham,97.4,99.6,-2.17
2005,Samford,109.9,112.3,-2.44
2005,F Dickinson,102.7,105.2,-2.52
2005,E Michigan,103.8,106.4,-2.54
2005,UCF,105.0,107.6,-2.56
2005,Binghamton,98.5,101.2,-2.73
2005,Montana,99.9,102.6,-2.73
2005,Tennessee St,105.3,108.2,-2.87
2005,Valparaiso,104.6,107.6,-2.95
2005,East Carolina,97.4,100.3,-2.99
2005,S Carolina St,98.8,101.8,-3.02
2005,Furman,101.7,104.8,-3.08
2005,UT San Antonio,100.4,103.8,-3.35
2005,Florida Intl,98.4,102.0,-3.66
2005,Marshall,104.0,107.8,-3.8
2005,Yale,98.7,102.8,-4.1
2005,Cleveland St,100.6,104.8,-4.25
2005,Georgia,94.4,99.1,-4.63
2005,W Illinois,100.0,104.7,-4.71
2005,North Texas,100.9,105.6,-4.73
2005,UNC Greensboro,98.1,103.0,-4.89
2005,Delaware St,102.3,107.2,-4.95
2005,Gardner Webb,97.8,102.9,-5.12
2005,Lehigh,94.9,100.1,-5.17
2005,Santa Barbara,96.4,101.6,-5.18
2005,Portland St,99.2,104.4,-5.2
2005,Boise St,104.4,109.8,-5.4
2005,Monmouth NJ,98.1,103.5,-5.42
2005,Penn St,101.2,106.6,-5.44
2005,La Salle,99.2,104.7,-5.47
2005,Harvard,97.5,103.1,-5.66
2005,Maine,93.8,99.5,-5.78
2005,Birmingham So,103.4,109.4,-6.0
2005,Belmont,98.7,104.8,-6.13
2005,South Alabama,96.1,102.3,-6.2
2005,Wofford,102.2,108.4,-6.24
2005,Delaware,95.1,101.5,-6.46
2005,Utah Valley,101.2,107.7,-6.51
2005,High Point,97.3,103.8,-6.53
2005,Cornell,101.8,108.7,-6.86
2005,McNeese St,97.6,104.5,-6.89
2005,E Illinois,101.7,108.7,-7.03
2005,Southern Miss,102.7,109.8,-7.08
2005,Marist,101.4,108.6,-7.17
2005,Hampton,94.6,101.8,-7.17
2005,Northern Arizona,102.3,109.5,-7.17
2005,Georgia St,102.2,109.6,-7.42
2005,Long Beach St,94.2,101.7,-7.5
2005,Baylor,103.5,111.1,-7.51
2005,Montana St,95.4,103.0,-7.67
2005,C Michigan,97.9,105.6,-7.71
2005,Brown,99.1,106.8,-7.73
2005,Central Conn,102.4,110.4,-7.96
2005,Chicago St,97.1,105.2,-8.09
2005,FL Atlantic,100.3,108.5,-8.12
2005,St Francis NY,96.8,105.0,-8.2
2005,Mercer,102.1,110.3,-8.26
2005,Weber St,101.2,109.6,-8.32
2005,Idaho,96.0,104.5,-8.55
2005,Tulane,98.9,107.5,-8.56
2005,Colgate,99.9,108.5,-8.59
2005,Coppin St,92.9,101.6,-8.71
2005,Columbia,95.5,104.4,-8.89
2005,Rhode Island,95.5,104.4,-8.91
2005,UT Arlington,96.9,105.9,-8.94
2005,Stony Brook,95.8,104.9,-9.02
2005,Wagner,94.3,103.3,-9.06
2005,Texas St,102.1,111.4,-9.23
2005,Duquesne,102.9,112.2,-9.28
2005,ETSU,102.0,111.3,-9.31
2005,St Francis PA,104.5,113.9,-9.47
2005,MS Valley St,97.8,107.3,-9.48
2005,Robert Morris,103.1,112.8,-9.65
2005,Canisius,99.8,109.4,-9.65
2005,E Washington,92.5,102.3,-9.83
2005,Troy,104.6,114.6,-9.95
2005,UNC Asheville,101.0,111.2,-10.12
2005,UC Davis,101.6,111.8,-10.18
2005,SF Austin,97.9,108.3,-10.43
2005,Southern Utah,101.3,111.8,-10.44
2005,UC Riverside,93.8,104.3,-10.48
2005,New Hampshire,97.8,108.3,-10.5
2005,Norfolk St,91.6,102.8,-11.23
2005,New Mexico St,97.1,108.4,-11.3
2005,Liberty,97.3,108.7,-11.42
2005,Coastal Car,99.4,111.4,-11.97
2005,Long Island,94.1,106.2,-12.11
2005,Lafayette,95.2,107.4,-12.19
2005,Lipscomb,95.5,107.8,-12.3
2005,UTRGV,98.1,110.6,-12.47
2005,Alabama A&M,90.5,102.9,-12.49
2005,CS Sacramento,95.4,108.0,-12.53
2005,San Jose St,94.9,107.4,-12.57
2005,Elon,92.0,104.7,-12.67
2005,Dartmouth,94.5,107.2,-12.71
2005,Stetson,96.4,109.2,-12.82
2005,Navy,94.7,107.6,-12.94
2005,Siena,92.9,106.1,-13.22
2005,Jacksonville St,99.9,113.3,-13.41
2005,UMBC,94.2,107.7,-13.48
2005,Charleston So,90.3,103.8,-13.52
2005,Jacksonville,92.9,106.5,-13.63
2005,William & Mary,94.4,108.2,-13.85
2005,Radford,98.1,112.1,-14.0
2005,IPFW,94.7,108.7,-14.04
2005,ULM,95.9,110.0,-14.18
2005,Morehead St,95.7,110.0,-14.26
2005,W Carolina,92.6,106.9,-14.34
2005,Quinnipiac,100.1,114.5,-14.34
2005,Morgan St,92.0,106.3,-14.36
2005,Towson,96.0,111.0,-15.02
2005,Jackson St,89.6,104.8,-15.24
2005,Grambling,93.6,109.0,-15.43
2005,Alabama St,87.1,102.8,-15.76
2005,Florida A&M,96.0,111.8,-15.78
2005,Citadel,90.7,106.5,-15.78
2005,TN Martin,96.7,112.5,-15.83
2005,Southern Univ,90.8,107.1,-16.32
2005,Loyola MD,90.6,107.5,-16.88
2005,N Colorado,96.0,113.0,-16.97
2005,Idaho St,90.6,107.6,-17.04
2005,Mt St Mary's,94.7,112.2,-17.48
2005,Hartford,92.1,109.7,-17.6
2005,Cal Poly SLO,96.8,114.7,-17.87
2005,James Madison,92.2,110.6,-18.32
2005,Bethune-Cookman,90.7,109.1,-18.38
2005,TX Southern,93.8,112.2,-18.42
2005,Sacred Heart,90.3,108.8,-18.48
2005,VMI,91.4,109.9,-18.53
2005,Nicholls St,95.6,114.3,-18.63
2005,Youngstown St,92.2,111.8,-19.54
2005,Centenary,93.5,113.4,-19.89
2005,NC A&T,83.1,103.6,-20.49
2005,St Bonaventure,92.7,113.9,-21.17
2005,Ark Pine Bluff,83.9,106.8,-22.97
2005,Campbell,87.9,111.4,-23.46
2005,Howard,89.2,114.6,-25.43
2005,Army,88.6,114.9,-26.29
2005,Prairie View,80.7,107.5,-26.71
2005,Alcorn St,79.0,106.1,-27.05
2005,Longwood,84.2,112.1,-27.87
2005,Savannah St,78.6,115.8,-37.19
2005,MD E Shore,78.9,116.8,-37.94
2006,Florida,117.9,89.7,28.28
2006,Duke,119.4,91.8,27.54
2006,Texas,117.5,91.7,25.79
2006,Connecticut,117.8,92.3,25.44
2006,Villanova,116.3,91.7,24.59
2006,Memphis,113.2,89.6,23.54
2006,UCLA,112.7,89.3,23.4
2006,Kansas,110.4,87.2,23.22
2006,Illinois,114.5,91.3,23.2
2006,North Carolina,115.9,93.7,22.16
2006,LSU,109.8,87.8,22.0
2006,Pittsburgh,112.4,90.6,21.72
2006,Georgetown,116.5,95.2,21.29
2006,Ohio St,113.0,92.3,20.68
2006,Washington,114.8,94.7,20.09
2006,West Virginia,116.1,96.6,19.49
2006,Tennessee,116.6,97.2,19.44
2006,Boston College,117.8,99.2,18.65
2006,South Carolina,114.9,96.4,18.54
2006,Arkansas,112.2,93.8,18.47
2006,Iowa,103.8,85.6,18.22
2006,George Mason,109.7,91.5,18.16
2006,Arizona,112.2,95.0,17.23
2006,Kentucky,114.4,97.3,17.13
2006,Bradley,107.5,91.0,16.5
2006,Wichita St,111.8,95.7,16.06
2006,Michigan St,116.3,100.3,16.02
2006,Michigan,113.1,97.2,15.98
2006,Notre Dame,117.3,101.4,15.97
2006,NC State,112.5,96.6,15.92
2006,Texas A&M,106.7,90.8,15.9
2006,Northern Iowa,109.0,93.1,15.84
2006,Gonzaga,119.1,103.5,15.64
2006,Indiana,110.0,94.4,15.53
2006,Missouri St,111.0,95.5,15.52
2006,Marquette,112.8,97.4,15.36
2006,Nevada,110.0,94.8,15.22
2006,Florida St,110.1,95.1,15.01
2006,Wisconsin,111.5,96.6,14.94
2006,Air Force,113.2,98.3,14.87
2006,St Joseph's PA,109.8,95.0,14.84
2006,UNC Wilmington,107.2,92.4,14.77
2006,G Washington,110.3,95.6,14.67
2006,Cincinnati,110.9,96.6,14.27
2006,Oklahoma,113.0,99.0,13.99
2006,Louisville,108.2,94.2,13.98
2006,California,110.5,96.8,13.68
2006,S Illinois,102.9,89.3,13.6
2006,Vanderbilt,114.7,101.2,13.58
2006,Syracuse,110.0,96.8,13.15
2006,Creighton,107.2,94.1,13.11
2006,San Diego St,112.8,100.0,12.78
2006,Oklahoma St,107.9,95.2,12.76
2006,Xavier,110.9,98.2,12.73
2006,Miami FL,111.2,98.5,12.71
2006,UAB,109.1,96.5,12.65
2006,Maryland,107.6,95.0,12.63
2006,Bucknell,105.7,93.1,12.56
2006,Clemson,105.9,93.4,12.51
2006,Alabama,112.8,100.3,12.48
2006,Butler,114.9,102.9,12.0
2006,WI Milwaukee,108.3,96.5,11.86
2006,Hofstra,111.3,99.6,11.72
2006,Temple,109.1,97.7,11.38
2006,Iona,109.7,98.4,11.33
2006,Oregon,111.9,100.6,11.31
2006,Old Dominion,106.9,95.7,11.15
2006,Pacific,109.8,99.0,10.87
2006,Utah St,113.4,102.6,10.86
2006,Kent,108.3,97.8,10.54
2006,Rutgers,109.5,99.1,10.41
2006,Colorado,109.2,99.0,10.27
2006,Winthrop,104.4,94.2,10.27
2006,Virginia Tech,108.2,97.9,10.25
2006,Houston,103.5,93.3,10.21
2006,Iowa St,111.2,101.2,10.03
2006,Kansas St,105.9,96.3,9.59
2006,Stanford,105.9,96.4,9.56
2006,Providence,112.2,102.7,9.47
2006,Wake Forest,110.4,100.9,9.46
2006,Virginia,106.1,96.7,9.41
2006,Minnesota,104.4,95.1,9.34
2006,Akron,111.1,101.8,9.28
2006,South Alabama,109.1,99.9,9.28
2006,UTEP,103.7,94.6,9.13
2006,Seton Hall,106.5,97.4,9.06
2006,Montana,111.6,102.7,8.95
2006,UNLV,105.3,96.8,8.57
2006,Murray St,104.5,96.0,8.56
2006,DePaul,110.2,101.8,8.42
2006,BYU,110.1,102.2,7.87
2006,WKU,111.3,103.5,7.78
2006,Northwestern LA,106.6,99.1,7.51
2006,Charlotte,107.5,100.0,7.45
2006,La Salle,107.3,99.8,7.44
2006,Louisiana Tech,101.1,93.6,7.43
2006,Penn,101.8,94.5,7.3
2006,Hawaii,106.9,99.8,7.1
2006,Washington St,97.4,90.3,7.1
2006,Drexel,100.3,93.4,6.95
2006,Miami OH,104.3,97.5,6.89
2006,USC,105.0,98.3,6.74
2006,Georgia Tech,104.8,98.1,6.66
2006,VA Commonwealth,107.2,100.5,6.63
2006,Massachusetts,101.1,94.6,6.48
2006,St Mary's CA,105.8,99.3,6.46
2006,Georgia,103.4,97.0,6.33
2006,Marist,113.1,107.0,6.08
2006,Ohio,106.4,100.4,6.01
2006,Northeastern,107.0,101.1,5.9
2006,Nebraska,102.9,97.1,5.84
2006,Oral Roberts,107.1,101.4,5.7
2006,Auburn,104.2,98.6,5.58
2006,Mississippi St,102.9,97.3,5.53
2006,New Mexico,105.4,100.1,5.3
2006,Penn St,109.5,104.2,5.27
2006,St John's,97.6,92.3,5.27
2006,Toledo,101.4,96.2,5.17
2006,San Diego,106.9,101.7,5.14
2006,N Illinois,112.7,107.7,5.1
2006,Texas Tech,105.6,100.6,5.03
2006,Davidson,109.9,105.0,4.86
2006,Northwestern,102.8,97.9,4.86
2006,TAM C. Christi,104.6,99.8,4.83
2006,St Louis,99.2,94.6,4.56
2006,New Mexico St,105.6,101.4,4.23
2006,Fordham,107.6,103.5,4.12
2006,Colorado St,107.7,103.6,4.09
2006,Holy Cross,100.3,96.3,4.06
2006,UC Irvine,110.0,106.6,3.38
2006,Dayton,102.7,99.5,3.15
2006,Siena,105.0,101.9,3.11
2006,Samford,110.0,107.0,3.05
2006,Manhattan,107.8,104.8,3.0
2006,Loy Marymount,100.2,97.3,2.95
2006,Drake,107.0,104.2,2.87
2006,Fresno St,105.6,102.8,2.78
2006,Albany NY,106.2,103.6,2.63
2006,Buffalo,106.0,103.4,2.56
2006,Utah,104.8,102.4,2.47
2006,Arizona St,104.8,102.6,2.26
2006,Wyoming,99.1,97.3,1.85
2006,Boise St,101.8,100.0,1.78
2006,Loyola-Chicago,107.5,105.8,1.63
2006,Long Beach St,107.6,106.1,1.54
2006,St Peter's,106.2,105.2,1.0
2006,Mississippi,102.5,101.6,0.93
2006,E Washington,106.7,106.0,0.73
2006,Oregon St,104.4,103.8,0.58
2006,Rhode Island,104.0,103.4,0.55
2006,Missouri,103.9,103.7,0.28
2006,San Francisco,103.5,103.2,0.28
2006,ULL,98.4,98.2,0.21
2006,Baylor,102.6,102.4,0.18
2006,Purdue,101.9,101.7,0.14
2006,CS Sacramento,106.7,106.7,-0.01
2006,Northern Arizona,103.9,104.0,-0.04
2006,Central Conn,109.6,109.6,-0.07
2006,MTSU,105.0,105.3,-0.22
2006,Santa Clara,100.7,101.1,-0.41
2006,Ga Southern,101.2,101.6,-0.43
2006,Portland St,102.1,102.6,-0.59
2006,N Dakota St,103.8,104.4,-0.65
2006,Monmouth NJ,95.8,96.4,-0.68
2006,Belmont,107.1,107.8,-0.73
2006,CS Fullerton,107.3,108.1,-0.77
2006,Coastal Car,106.5,107.3,-0.83
2006,Troy,105.4,106.3,-0.89
2006,Illinois St,92.8,93.6,-0.89
2006,IL Chicago,105.4,106.4,-0.95
2006,South Florida,95.7,96.7,-1.01
2006,Denver,98.5,99.6,-1.03
2006,F Dickinson,101.5,102.5,-1.05
2006,Santa Barbara,102.2,103.3,-1.05
2006,Valparaiso,105.1,106.2,-1.17
2006,Detroit,104.2,105.5,-1.29
2006,Lipscomb,100.2,101.8,-1.63
2006,IUPUI,105.4,107.2,-1.73
2006,Indiana St,101.1,102.9,-1.77
2006,Col Charleston,99.6,101.5,-1.95
2006,Niagara,106.4,108.4,-1.99
2006,Sam Houston St,101.5,103.5,-2.01
2006,Wright St,101.0,103.0,-2.03
2006,Loyola MD,105.3,107.4,-2.13
2006,SF Austin,102.8,105.0,-2.23
2006,Birmingham So,109.0,111.2,-2.26
2006,SMU,98.3,100.7,-2.4
2006,Evansville,100.4,102.9,-2.42
2006,SE Louisiana,101.0,103.6,-2.64
2006,UCF,99.9,102.6,-2.74
2006,UT Arlington,102.5,105.3,-2.86
2006,Lehigh,96.8,99.8,-3.05
2006,WI Green Bay,102.8,105.8,-3.06
2006,Binghamton,95.8,99.0,-3.19
2006,Austin Peay,102.8,106.0,-3.21
2006,Vermont,98.5,101.9,-3.38
2006,Southern Univ,96.2,99.6,-3.4
2006,San Jose St,95.8,99.3,-3.49
2006,Ball St,98.2,101.7,-3.5
2006,Idaho St,104.6,108.2,-3.52
2006,Delaware St,102.1,105.7,-3.57
2006,Tennessee Tech,100.4,104.0,-3.63
2006,Boston Univ,97.1,101.0,-3.87
2006,Pepperdine,97.1,101.4,-4.31
2006,Jacksonville St,106.6,111.0,-4.4
2006,Lamar,103.7,108.1,-4.44
2006,North Texas,102.5,106.9,-4.45
2006,Tennessee St,104.2,108.7,-4.54
2006,Tulane,94.7,99.6,-4.93
2006,Canisius,103.6,108.5,-4.97
2006,Tulsa,94.2,99.2,-5.05
2006,Portland,102.6,107.7,-5.14
2006,High Point,100.8,106.0,-5.21
2006,Montana St,103.4,108.7,-5.26
2006,Ark Little Rock,95.6,100.9,-5.28
2006,Arkansas St,104.7,110.0,-5.35
2006,Rice,100.2,105.6,-5.36
2006,McNeese St,97.9,103.5,-5.56
2006,Georgia St,102.3,107.9,-5.62
2006,ETSU,99.7,105.4,-5.73
2006,Delaware,96.8,102.6,-5.73
2006,TN Martin,103.3,109.2,-5.88
2006,Marshall,98.1,104.1,-6.02
2006,Furman,102.6,108.7,-6.04
2006,Fairfield,106.4,112.5,-6.12
2006,UT San Antonio,99.9,106.0,-6.13
2006,Elon,97.6,103.8,-6.23
2006,Utah Valley,101.8,108.2,-6.37
2006,Rider,100.9,107.3,-6.39
2006,Radford,104.1,110.6,-6.48
2006,New Orleans,99.1,105.6,-6.53
2006,W Michigan,96.6,103.2,-6.55
2006,Cornell,98.9,105.6,-6.71
2006,Chicago St,101.2,108.1,-6.9
2006,William & Mary,98.6,105.7,-7.05
2006,Chattanooga,98.8,106.0,-7.18
2006,St Bonaventure,100.3,107.5,-7.24
2006,Appalachian St,100.6,107.8,-7.25
2006,TCU,94.0,101.2,-7.26
2006,Robert Morris,104.0,111.3,-7.3
2006,Hartford,101.6,109.1,-7.45
2006,Mt St Mary's,96.8,104.4,-7.57
2006,Cleveland St,91.6,99.4,-7.75
2006,W Carolina,99.7,107.5,-7.77
2006,FL Atlantic,102.4,110.2,-7.8
2006,Richmond,93.6,101.4,-7.85
2006,Cal Poly SLO,99.8,107.7,-7.88
2006,Southern Utah,101.7,109.6,-7.93
2006,Towson,103.1,111.1,-7.97
2006,Weber St,99.0,107.0,-8.01
2006,Wofford,99.6,107.7,-8.13
2006,Youngstown St,103.5,111.7,-8.15
2006,Quinnipiac,98.6,106.8,-8.19
2006,Wagner,97.4,105.8,-8.48
2006,Harvard,96.8,105.3,-8.51
2006,Sacred Heart,97.6,106.2,-8.57
2006,American Univ,98.5,107.1,-8.62
2006,Charleston So,99.6,108.3,-8.67
2006,Yale,96.0,104.7,-8.72
2006,Bowling Green,97.5,106.3,-8.79
2006,E Kentucky,105.0,113.9,-8.9
2006,CS Northridge,95.6,104.8,-9.16
2006,Gardner Webb,100.4,109.6,-9.19
2006,E Michigan,100.0,109.4,-9.34
2006,Princeton,97.0,106.4,-9.35
2006,UMBC,101.1,110.6,-9.49
2006,St Francis NY,93.1,102.7,-9.51
2006,Alabama A&M,94.5,104.1,-9.65
2006,Jackson St,95.7,106.0,-10.25
2006,Oakland,103.9,114.3,-10.34
2006,Hampton,91.9,102.3,-10.4
2006,East Carolina,95.6,106.3,-10.62
2006,UNC Greensboro,99.5,110.3,-10.86
2006,Florida Intl,89.6,100.5,-10.88
2006,S Carolina St,92.4,103.4,-11.06
2006,IPFW,97.0,108.0,-11.07
2006,New Hampshire,98.2,109.3,-11.16
2006,Southern Miss,97.4,108.6,-11.24
2006,Missouri KC,102.1,113.4,-11.28
2006,Coppin St,95.4,107.2,-11.81
2006,Stetson,95.6,107.5,-11.9
2006,Long Island,97.1,109.1,-11.97
2006,ULM,92.8,105.0,-12.19
2006,Ark Pine Bluff,85.0,97.5,-12.43
2006,Campbell,101.0,113.6,-12.59
2006,Colgate,92.6,105.2,-12.61
2006,UC Davis,98.6,111.2,-12.64
2006,Norfolk St,90.9,104.0,-13.1
2006,Idaho,97.8,110.9,-13.12
2006,Alabama St,94.0,107.5,-13.52
2006,Florida A&M,97.8,111.5,-13.66
2006,Lafayette,97.5,111.3,-13.77
2006,Maine,95.3,109.2,-13.93
2006,Bethune-Cookman,95.3,109.3,-14.02
2006,UNC Asheville,97.0,111.1,-14.03
2006,Brown,91.3,105.5,-14.18
2006,Columbia,97.0,111.7,-14.65
2006,W Illinois,94.8,109.6,-14.8
2006,S Dakota St,91.6,106.7,-15.04
2006,C Michigan,89.1,104.1,-15.05
2006,Duquesne,99.7,114.9,-15.17
2006,N Colorado,100.3,115.8,-15.43
2006,UC Riverside,90.6,106.1,-15.5
2006,Navy,93.7,109.2,-15.56
2006,Grambling,91.7,107.4,-15.7
2006,Dartmouth,94.8,110.7,-15.87
2006,Nicholls St,96.8,112.7,-15.91
2006,Kennesaw,97.8,113.8,-16.02
2006,SE Missouri St,93.0,109.3,-16.32
2006,Alcorn St,93.0,109.4,-16.39
2006,James Madison,96.5,113.2,-16.74
2006,Longwood,96.9,113.6,-16.79
2006,Stony Brook,92.2,109.1,-16.88
2006,E Illinois,92.1,109.0,-16.96
2006,Howard,93.6,110.9,-17.28
2006,VMI,91.6,109.5,-17.85
2006,Centenary,94.1,112.7,-18.67
2006,Mercer,97.1,115.8,-18.73
2006,TX Southern,92.2,111.3,-19.15
2006,NC A&T,86.0,105.6,-19.52
